Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,Education_perGDP,RD_Expenditure,Contribution_revenue,GDP_percapita,income_level
Canada,CAN,2001,46.0490993934186,8.62482357,4.96956,2.02116990089417,20.2841026881349,23822.096210932,High income
Canada,CAN,2002,45.6162132930749,8.85670471,5.01073,1.97170996665955,21.9101657296336,24256.0192337185,High income
Canada,CAN,2003,45.224975652383,9.01090145,,1.96781003475189,22.0997720899807,28301.8645937428,High income
Canada,CAN,2004,44.8239663324754,9.06628132,,1.99733996391296,21.5349813283968,32145.5412620217,High income
Canada,CAN,2005,44.4124530492161,9.03540611,4.78215,1.97126996517181,21.4261406175556,36383.6600068095,High income
Canada,CAN,2006,44.1056701402663,9.32523441,,1.94304001331329,20.8268776579109,40504.0370977806,High income
Canada,CAN,2007,43.9728341323754,9.42872047,4.78036,1.90357995033264,21.0190975213424,44660.0838892281,High income
Canada,CAN,2008,43.979810181512,9.58826923,4.63826,1.85578000545502,21.6219998839381,46710.2526864484,High income
Canada,CAN,2009,44.0683296307463,10.69968033,4.85264,1.9174200296402,23.243451131495,40874.8831932903,High income
Canada,CAN,2010,44.2426034732426,10.70405102,5.36993,1.82503998279572,23.0197142776156,47560.6666009406,High income
Canada,CAN,2011,44.6166392924826,10.40832329,5.27444,1.78714001178741,22.4927020268273,52223.8588398531,High income
Canada,CAN,2012,45.2394993555654,10.54460621,,1.77304005622864,23.2244548321586,52670.3447335415,High income
Canada,CAN,2013,45.9856719197967,10.43964291,,1.70624005794525,23.7502395953775,52638.1187235237,High income
Canada,CAN,2014,46.7656650331144,10.28526115,,1.7148300409317,23.4456523019303,50960.8431174661,High income
Canada,CAN,2015,47.58596316024,10.76850224,,1.69359004497528,23.2597246552576,43594.1941045394,High income
Canada,CAN,2016,48.3895082605836,11.06097317,,1.72903001308441,23.202941330489,42314.0615817218,High income
Canada,CAN,2017,49.0981143135691,10.93421078,,1.68701994419098,21.8087638681901,45129.628116623,High income
Canada,CAN,2018,49.733479510056,10.94313335,,1.73720002174377,21.2381326161336,46539.1761570405,High income
Canada,CAN,2019,50.4105729188803,11.05897045,,1.75577998161316,22.0732702311389,46352.8693445211,High income
Canada,CAN,2020,51.1983504754589,13.02419472,,1.93413996696472,22.1392037143639,43537.839298904,High income
Canada,CAN,2021,,12.41920948,,,,52496.8441693242,High income
Canada,CAN,2022,,11.23432541,,,,55509.393176404,High income
Canada,CAN,2023,,,,,,53431.1857063879,High income
Chile,CHL,2000,53.8239099418384,7.00020742,3.77583,,6.57022529188154,5052.99245768719,High income
Chile,CHL,2001,53.1628122502133,7.09733105,,,6.63475617099406,4563.5952986689,High income
Chile,CHL,2002,52.4079963740217,7.20833778,4.08121,,6.94591516959635,4430.84741157069,High income
Chile,CHL,2003,51.5482417436611,7.25047779,3.96346,,6.87663655221664,4773.40177520754,High income
Chile,CHL,2004,50.6197973954189,6.91028595,3.53839,,6.44958927829717,6120.59152052304,High income
Chile,CHL,2005,49.6636024989372,6.62372065,3.26283,,5.91858766749222,7480.3233099645,High income
Chile,CHL,2006,48.7080013399686,6.07235622,3.02153,,5.23403618962165,9318.65655299547,High income
Chile,CHL,2007,47.848284266754,6.21259642,3.21379,0.311430007219315,4.88086792562641,10346.4138184533,High income
Chile,CHL,2008,47.1414138519081,6.73954487,3.79243,0.374920010566711,5.60564175669385,10683.2188772853,High income
Chile,CHL,2009,46.5631224830338,7.25026846,4.23065,0.354030013084412,7.46363356760434,10098.8017166866,High income
Chile,CHL,2010,46.0720549966286,6.81958389,4.16209,0.331649988889694,6.25632560406024,12632.8704725219,High income
Chile,CHL,2011,45.6658086015598,6.79947519,4.04519,0.352880001068115,5.89606227033918,14487.3927827263,High income
Chile,CHL,2012,45.3921644620775,7.01951265,,0.362129986286163,6.272498800201,15241.9069977366,High income
Chile,CHL,2013,45.2602643872248,7.47552681,4.52943,0.390300005674362,6.82840298248656,15683.54863663,High income
Chile,CHL,2014,45.2518120502398,7.84150171,4.73095,0.376679986715317,6.90217416623611,14529.6767210362,High income
Chile,CHL,2015,45.3254058695677,8.3513937,4.87531,0.382959991693497,6.71412850656962,13433.9202985339,High income
Chile,CHL,2016,45.3579053946093,8.55767059,5.34201,0.371030002832413,6.93408695748799,13649.8520455553,High income
Chile,CHL,2017,45.2413877408172,9.090518,5.41946,0.356790006160736,6.91575083057027,14879.9086230423,High income
Chile,CHL,2018,45.0787301205063,9.15040398,,0.369159996509552,6.63068620824043,15659.4808675628,High income
Chile,CHL,2019,44.9884626222266,9.29919815,,0.342429995536804,7.04351689273856,14495.716721687,High income
Chile,CHL,2020,45.0108226842024,9.68910599,,0.335249990224838,7.73597350599837,13114.815470545,High income
Chile,CHL,2021,,9.68593311,,,,16216.5706467899,High income
Chile,CHL,2022,,10.06172848,,,,15451.1319576678,High income
Chile,CHL,2023,,,,,,17067.8136150601,High income
China,CHN,2000,46.1167405203608,4.50828123,,0.893159985542297,,959.360431369138,Upper middle income
China,CHN,2001,44.9693136545846,4.25330067,,0.940330028533936,,1053.11231442789,Upper middle income
China,CHN,2002,43.533674132168,4.38285255,,1.05786001682281,,1148.51425710711,Upper middle income
China,CHN,2003,42.0909788399502,4.41762781,,1.12037003040314,,1288.63749134336,Upper middle income
China,CHN,2004,40.6938368166364,4.29347467,,1.21498000621796,,1508.66791560781,Upper middle income
China,CHN,2005,39.2449238610193,4.17605019,,1.30791997909546,,1753.41419160544,Upper middle income
China,CHN,2006,38.2094413932748,3.94742203,,1.36854004859924,,2099.2194300499,Upper middle income
China,CHN,2007,37.7081137948543,3.67491412,,1.37369000911713,,2693.95873160283,Upper middle income
China,CHN,2008,37.4043264852973,3.900002,,1.44591999053955,,3468.32706307504,Upper middle income
China,CHN,2009,37.2567349884096,4.34958458,,1.66480004787445,,3832.2274569094,Upper middle income
China,CHN,2010,37.2410832935716,4.23068333,,1.7137199640274,,4550.47394356715,Upper middle income
China,CHN,2011,37.3648666288389,4.34274387,,1.78033995628357,,5614.38602225277,Upper middle income
China,CHN,2012,37.7155563230657,4.56584787,,1.91214001178741,,6300.58217951734,Upper middle income
China,CHN,2013,38.2392971679035,4.71490669,,1.99785995483398,,7020.3860742288,Upper middle income
China,CHN,2014,38.8789249288739,4.77790594,,2.02242994308472,29.5078247563752,7636.07434020616,Upper middle income
China,CHN,2015,39.6093613191235,4.93827963,,2.05700993537903,30.5976982808333,8016.44559489998,Upper middle income
China,CHN,2016,40.4406557797685,4.97955608,,2.10033011436462,31.2694220216201,8094.39016735149,Upper middle income
China,CHN,2017,41.5109449386089,5.06592178,,2.11602997779846,32.0972168095844,8817.04560829162,Upper middle income
China,CHN,2018,42.5408726929072,5.16790485,,2.14057993888855,37.8557216163429,9905.40638304527,Upper middle income
China,CHN,2019,43.3873633674887,5.3502779,,2.2446300983429,37.7697803838233,10143.8602206165,Upper middle income
China,CHN,2020,44.0923748389161,5.59359741,,2.40666007995605,34.4778211340833,10408.7195541075,Upper middle income
China,CHN,2021,,5.38360548,,,,12617.5051041181,Upper middle income
China,CHN,2022,,5.36948681,,,,12662.5826712038,Upper middle income
China,CHN,2023,,,,,,12614.0617416421,Upper middle income
Colombia,COL,2000,58.8133450075626,5.63529348,3.51121,0.131060004234314,7.62545687056178,2555.00751039968,Upper middle income
Colombia,COL,2001,58.0417440141025,5.94238281,3.70868,0.13289999961853,,2472.99084035833,Upper middle income
Colombia,COL,2002,57.2531377173269,5.73296547,4.26813,0.155589997768402,,2428.92969771584,Upper middle income
Colombia,COL,2003,56.4598488466286,5.77505445,4.32514,0.173979997634888,11.0353778309592,2311.94218760291,Upper middle income
Colombia,COL,2004,55.627862918277,5.79892111,4.07935,0.169640004634857,,2818.57195413044,Upper middle income
Colombia,COL,2005,54.7328219349991,6.06710577,4.02099,0.165570005774498,,3456.06610874512,Upper middle income
Colombia,COL,2006,53.7823960554323,6.33546638,3.91672,0.164269998669624,,3789.85361217027,Upper middle income
Colombia,COL,2007,52.7988866682066,6.49102163,4.08301,0.183070003986359,,4769.926147194,Upper middle income
Colombia,COL,2008,51.8190453645652,6.84192181,3.93878,0.195409998297691,17.0399442147926,5541.83629665898,Upper middle income
Colombia,COL,2009,50.8541482322295,7.31134558,4.77652,0.193509995937347,13.5665337010393,5250.97292433518,Upper middle income
Colombia,COL,2010,49.928044960482,7.07130194,4.83383,0.193580001592636,12.4582978377629,6398.2958447102,Upper middle income
Colombia,COL,2011,49.0726865317542,6.78076792,4.46608,0.198420003056526,18.0018320308325,7400.9940695669,Upper middle income
Colombia,COL,2012,48.2742067097504,6.74601603,4.37039,0.221159994602203,20.0750453991253,8108.59838244229,Upper middle income
Colombia,COL,2013,47.4997948976283,7.01724052,4.87855,0.257609993219376,12.9823482948101,8279.10255642981,Upper middle income
Colombia,COL,2014,46.8044174276503,7.18553209,4.62946,0.303169995546341,15.9108055218657,8187.20824890084,Upper middle income
Colombia,COL,2015,46.1958678527108,7.52338505,4.47039,0.365420013666153,16.3921321631323,6248.51490534512,Upper middle income
Colombia,COL,2016,45.5697969538474,7.53117037,4.47721,0.270509988069534,18.2137432960152,5959.84250367574,Upper middle income
Colombia,COL,2017,44.8394758378985,7.67864323,4.53551,0.261090010404587,7.27819923747506,6479.53231292429,Upper middle income
Colombia,COL,2018,44.0866022098027,7.62541389,4.45749,0.312330007553101,16.5323584258946,6816.96818309544,Upper middle income
Colombia,COL,2019,43.4989256841647,7.77954912,,0.322010010480881,15.2069821586679,6472.54544924705,Upper middle income
Colombia,COL,2020,43.1205471111852,8.71432114,,0.289400011301041,15.5678464448452,5339.68711357943,Upper middle income
Colombia,COL,2021,,9.01772404,,,,6222.62164397614,Upper middle income
Colombia,COL,2022,,7.57361269,,,,6674.59601948063,Upper middle income
Colombia,COL,2023,,,,,,6947.35928681966,Upper middle income
Cyprus,CYP,2000,47.5479465278275,5.30800056,4.98954,0.226899996399879,23.7120799012714,14388.3525390625,High income
Cyprus,CYP,2001,46.5566015508024,5.33940458,5.11552,0.236939996480942,23.2226872189441,14821.44921875,High income
Cyprus,CYP,2002,45.8164578213726,5.61565971,5.58167,0.279670000076294,23.4124390366534,16093.2158203125,High income
Cyprus,CYP,2003,45.1491583704099,5.63568783,6.67023,0.318340003490448,23.5018891134347,20252.24609375,High income
Cyprus,CYP,2004,44.323545634102,5.40558147,6.11772,0.335640013217926,24.9924191885499,23792.619140625,High income
Cyprus,CYP,2005,43.3855082732175,5.43580961,6.28667,0.367269992828369,24.5000624364486,24959.26171875,High income
Cyprus,CYP,2006,42.4094390563105,5.46357489,6.33027,0.383459985256195,23.1141609075499,26729.28125,High income
Cyprus,CYP,2007,41.4812391931976,5.35744858,6.28083,0.400070011615753,20.9848931820365,31244.87890625,High income
Cyprus,CYP,2008,40.6615706533581,6.01427698,6.72276,0.385939985513687,21.8284418426812,35397.296875,High income
Cyprus,CYP,2009,39.9857916008929,6.46531534,7.20545,0.444370001554489,26.3220760753644,32236.44921875,High income
Cyprus,CYP,2010,39.4796855753486,6.50055742,6.5428,0.442919999361038,26.1236183906797,31105.02734375,High income
