Country,ISO3,Year,Population,Dependency_Ratio_Old,Dependency_Ratio_Young,Health_Expenditure,GDP_percapita,income_level
Argentina,ARG,2049,48308274.0,30.1704701253234,24.0547445965053,12.08301884236565,77358.15720346097,Upper middle income
Argentina,ARG,2050,48308944.0,30.8835834125364,23.9508798321764,12.437560030629456,81911.14527031913,Upper middle income
Armenia,ARM,2000,3221100.0,14.1601550296688,40.6532335816871,4.19581175,593.450581742282,Upper middle income
Armenia,ARM,2001,3211800.0,14.5669248346944,37.9220235385051,4.64563894,659.588988535629,Upper middle income
Armenia,ARM,2002,3199800.0,15.1157224022065,35.9546307373733,7.61358786,742.651118319819,Upper middle income
Armenia,ARM,2003,3182500.0,15.6446414144128,34.3689811894937,7.17936182,882.030167695474,Upper middle income
Armenia,ARM,2004,3164900.0,16.1035943261704,32.8883363171891,6.05510139,1130.08791444158,Upper middle income
Armenia,ARM,2005,3146400.0,16.4324533577882,31.3868541124825,5.8618803,1557.48458908655,Upper middle income
Armenia,ARM,2006,3127100.0,16.5581288587837,29.928094287829,5.85007095,2041.65267068997,Upper middle income
Armenia,ARM,2007,3107400.0,16.4184771795511,28.7120768425291,5.49814034,2962.70234594569,Upper middle income
Armenia,ARM,2008,3087100.0,16.0632649243199,27.9628782078826,6.63976622,3777.66859313767,Upper middle income
Armenia,ARM,2009,3066000.0,15.6399045640536,27.6542246296716,8.44377708,2820.5926553347,Upper middle income
Armenia,ARM,2010,3044800.0,15.3275061207324,27.5897175450982,9.23538303,3041.34450723339,Upper middle income
Armenia,ARM,2011,3027900.0,15.2071899840717,27.6517053046373,9.37588882,3349.55309771906,Upper middle income
Armenia,ARM,2012,3024100.0,15.2554042984527,27.8512610621249,9.13455009,3511.56399687426,Upper middle income
Armenia,ARM,2013,3022000.0,15.3767531899183,28.2188203396402,10.32345009,3680.16692158886,Upper middle income
Armenia,ARM,2014,3013800.0,15.542233190204,28.6781141387909,10.17827892,3852.11800610384,Upper middle income
Armenia,ARM,2015,3004600.0,15.8403518094083,29.1671311867438,10.11762714,3512.39350276709,Upper middle income
Armenia,ARM,2016,2992300.0,16.2618213310109,29.6512676875004,9.95194912,3524.42476874707,Upper middle income
Armenia,ARM,2017,2979400.0,16.7625534481544,30.0563296856113,10.36270332,3869.05373867752,Upper middle income
Armenia,ARM,2018,2969000.0,17.2645182175621,30.1482121055195,10.00543404,4196.00562301769,Upper middle income
Armenia,ARM,2019,2962500.0,17.8042980623195,30.0064562739616,11.3798008,4597.22887399548,Upper middle income
Armenia,ARM,2020,2961500.0,18.2897095679418,29.8857775000338,12.24056244,4268.68093304583,Upper middle income
Armenia,ARM,2021,2962300.0,18.7082798282625,29.767715315933,6.589852491375771,6890.642264891449,Upper middle income
Armenia,ARM,2022,2969200.0,19.2126210693179,29.547577010407,6.702636643968411,7600.664177814474,Upper middle income
Armenia,ARM,2023,2990900.0,19.6465374462569,29.0664378136515,6.804767006192952,8383.847792862058,Upper middle income
Armenia,ARM,2024,2969294.0,20.4335749113731,28.6862831851741,6.967027449974128,9247.731799418763,Upper middle income
Armenia,ARM,2025,2947373.0,21.6958860459498,28.5228643044483,7.210329306653483,10200.631684510368,Upper middle income
Armenia,ARM,2026,2926208.0,22.9547668574529,28.2724066202406,7.457155435928235,11251.71977517522,Upper middle income
Armenia,ARM,2027,2906521.0,24.1324013373027,27.9371739801497,7.696120559183287,12411.113528519283,Upper middle income
Armenia,ARM,2028,2886841.0,25.1965550425541,27.531567049328,7.923080766647832,13689.9729193083,Upper middle income
Armenia,ARM,2029,2866759.0,26.1366351143276,27.0782348718996,8.137401749973154,15100.60786252064,Upper middle income
Armenia,ARM,2030,2846958.0,26.9275507216131,26.5979539330248,8.336261369733533,16656.596704878037,Upper middle income
Armenia,ARM,2031,2827054.0,27.5796252443609,26.1070991338913,8.522294966946575,18372.916925917863,Upper middle income
Armenia,ARM,2032,2807697.0,28.1245242557032,25.630391996872,8.701624159009318,20266.08930669615,Upper middle income
Armenia,ARM,2033,2787982.0,28.5937042366865,25.1838806131505,8.880304789468628,22354.33695384577,Upper middle income
Armenia,ARM,2034,2768472.0,29.010495418878,24.77522116815,9.06312309554557,24657.760709707447,Upper middle income
Armenia,ARM,2035,2748534.0,29.3929775038811,24.4239419862263,9.25434215888894,27198.532636978656,Upper middle income
Armenia,ARM,2036,2728995.0,29.7541680671132,24.1443365943999,9.457494411243044,30001.109440304448,Upper middle income
Armenia,ARM,2037,2709613.0,30.0766522967282,23.8649869670643,9.67032649287167,33092.4678791471,Upper middle income
Armenia,ARM,2038,2690597.0,30.3641510427036,23.5640370810249,9.894704009832502,36502.36443793558,Upper middle income
Armenia,ARM,2039,2670793.0,30.6476413985163,23.2800375310646,10.137725409043163,40263.62175301762,Upper middle income
Armenia,ARM,2040,2651467.0,30.9605727939152,23.0328503908106,10.406781387682036,44412.444553461915,Upper middle income
Armenia,ARM,2041,2632642.0,31.333147471122,22.8607591378024,10.709232287752938,48988.76815686605,Upper middle income
Armenia,ARM,2042,2613833.0,31.7824218602187,22.7608128050857,11.050041921634262,54036.64287468505,Upper middle income
Armenia,ARM,2043,2595594.0,32.3283530374627,22.7314762266045,11.434886291212942,59604.65802725033,Upper middle income
Armenia,ARM,2044,2578226.0,32.9822092004712,22.7689008366811,11.868342733311025,65746.40964991967,Upper middle income
Armenia,ARM,2045,2561109.0,33.7496040515766,22.8630709453964,12.354328559100296,72521.01639235695,Upper middle income
Armenia,ARM,2046,2544227.0,34.6249567087364,23.003382139651,12.895360835505109,79993.68857683214,Upper middle income
Armenia,ARM,2047,2527581.0,35.5843904596081,23.1780745855035,13.491490192655323,88236.35589312561,Upper middle income
Armenia,ARM,2048,2511200.0,36.6220156176728,23.3775766101902,14.145965915353337,97328.35977203849,Upper middle income
Armenia,ARM,2049,2495049.0,37.7546995082557,23.5980371614893,14.866061958065153,107357.21710208764,Upper middle income
Armenia,ARM,2050,2479243.0,38.9967121034788,23.8377752119137,15.659172363572116,118419.4626406924,Upper middle income
Australia,AUS,2000,19028802.0,18.4404914467146,31.0193457032815,7.58869076,21870.4159669594,High income
Australia,AUS,2001,19274701.0,18.5772011959242,30.7096342659768,7.67391729,19695.7297379144,High income
Australia,AUS,2002,19495210.0,18.7127323974033,30.3611954690273,7.87221003,20301.8431713256,High income
Australia,AUS,2003,19720737.0,18.8398708904641,30.0046908439481,7.87659502,23718.1338501868,High income
Australia,AUS,2004,19932722.0,18.9836966228745,29.6660684448757,8.08257675,30836.7306824685,High income
Australia,AUS,2005,20176844.0,19.1310333967163,29.3442663966515,7.9648633,34479.7679298388,High income
Australia,AUS,2006,20450966.0,19.2717494706077,29.0579269292174,7.97161102,36595.7071548423,High income
Australia,AUS,2007,20827622.0,19.3981662950467,28.8201569770768,8.0517149,41051.6120652288,High income
Australia,AUS,2008,21249199.0,19.5189082391702,28.6064820859462,8.24737453,49701.2817843335,High income
Australia,AUS,2009,21691653.0,19.7257997705892,28.4224574003772,8.54235363,42816.5674002829,High income
Australia,AUS,2010,22031750.0,20.0725746708257,28.2912864401152,8.41878414,52144.6654705468,High income
Australia,AUS,2011,22340024.0,20.5282558448571,28.2399824781311,8.53360462,62605.600458306,High income
Australia,AUS,2012,22733465.0,21.0375343205585,28.2914383692793,8.66922569,68072.8732340801,High income
Australia,AUS,2013,23128129.0,21.5386207048104,28.3857466075814,8.74458122,68190.7010035651,High income
Australia,AUS,2014,23475686.0,22.023452328806,28.4676085710793,9.82490253,62544.0873773726,High income
Australia,AUS,2015,23815995.0,22.5076119973565,28.5556890320447,10.17367649,56739.0265346593,High income
Australia,AUS,2016,24190907.0,22.9691602900349,28.6342852845513,10.08972931,49888.0410842736,High income
Australia,AUS,2017,24592588.0,23.3956977573784,28.6467237347927,10.11242294,53901.7145392154,High income
Australia,AUS,2018,24963258.0,23.8439530509551,28.6015621183253,10.05163097,57196.4220783778,High income
Australia,AUS,2019,25334826.0,24.383152985158,28.5366054464316,10.21285057,54972.7017885437,High income
Australia,AUS,2020,25649248.0,25.0972747499351,28.5088498882266,10.66040134,51791.540179984,High income
Australia,AUS,2021,25685412.0,25.8365969160502,28.4192188433023,11.491982597325292,77581.74296619666,High income
Australia,AUS,2022,26014399.0,26.3953997265958,28.1893732472139,11.809620232084647,81925.01663439233,High income
Australia,AUS,2023,26658948.0,26.9162159817018,27.9168394039075,12.133956359485005,86511.44062939959,High income
Australia,AUS,2024,26912972.0,27.5190567493021,27.6926370420968,12.485501108418791,91354.62728282476,High income
Australia,AUS,2025,27160742.0,28.1702515610389,27.5265865438384,12.85999730357462,96468.95098805788,High income
Australia,AUS,2026,27397934.0,28.8459756703672,27.3667745433155,13.253850267905325,101869.59086292444,High income
Australia,AUS,2027,27633180.0,29.5246203596488,27.2022498012639,13.664445930593644,107572.57580072852,High income
Australia,AUS,2028,27864864.0,30.1786921223815,27.028761798374,14.088411035641588,113594.83204339712,High income
Australia,AUS,2029,28086540.0,30.7855894685241,26.8541678991098,14.52335138237163,119954.2334179211,High income
Australia,AUS,2030,28307092.0,31.3198857794372,26.6710104206561,14.96627047046466,126669.65438519248,High income
Australia,AUS,2031,28523852.0,31.7928516898945,26.4825522712727,15.420027276850629,133761.02605868486,High income
Australia,AUS,2032,28734674.0,32.2493485307865,26.3254542625015,15.893190540635064,141249.39535923864,High income
Australia,AUS,2033,28943238.0,32.7274485509456,26.2105710733426,16.392974686175126,149156.98748151984,High income
Australia,AUS,2034,29150418.0,33.237525679458,26.1252848125106,16.922062049798388,157507.27185755075,High income
Australia,AUS,2035,29359642.0,33.7896511281665,26.0632812968325,17.483250913695695,166325.03181308962,High income
Australia,AUS,2036,29568628.0,34.3789887554825,25.9977160039996,18.076824721559703,175636.43812359695,High income
Australia,AUS,2037,29770354.0,34.9360663724697,25.9190936802937,18.69345876735835,185469.1266880995,High income
Australia,AUS,2038,29977266.0,35.3971731519462,25.8340118246269,19.325031296473085,195852.28055148537,High income
Australia,AUS,2039,30177900.0,35.7665335581452,25.7399591282003,19.97382319346685,206816.71651866572,High income
Australia,AUS,2040,30382826.0,36.0673048518575,25.6497060569044,20.645341520938786,218394.9766176892,High income
Australia,AUS,2041,30591692.0,36.3155181026158,25.5774281527967,21.344116521147782,230621.42468322333,High income
Australia,AUS,2042,30803796.0,36.5320399833816,25.5266983333208,22.075372392071618,243532.34834711743,High income
Australia,AUS,2043,31013200.0,36.7472595815834,25.4991702011308,22.84587968773624,257166.06673870803,High income
Australia,AUS,2044,31222552.0,36.9907301226076,25.4995034356694,23.662440107702217,271563.0442145344,High income
Australia,AUS,2045,31436170.0,37.2825194736978,25.5298170111253,24.53048256266585,286766.01045500615,High income
Australia,AUS,2046,31656828.0,37.6345128318746,25.5895125222541,25.4542677880535,302820.08728446637,High income
Australia,AUS,2047,31865958.0,38.0524169532615,25.6732769474166,26.437174822233334,319772.9225910462,High income
Australia,AUS,2048,32088258.0,38.5097622169912,25.7728948688499,27.477737278449517,337674.8317437809,High income
Australia,AUS,2049,32299192.0,38.980735292076,25.879287386698,28.574729604617417,356578.9469267073,High income
Australia,AUS,2050,32510680.0,39.4588348242549,25.98300600265,29.73005142790553,376541.3748331608,High income
Bangladesh,BGD,2000,134544304.0,5.84539079116541,63.0281199791971,1.80504513,396.670730249751,Lower middle income
Bangladesh,BGD,2001,136805810.0,5.86789252454913,61.9618997157749,1.77201855,394.65641001891,Lower middle income
Bangladesh,BGD,2002,138933658.0,5.91576715658698,61.2294160464584,1.93417108,393.886422327628,Lower middle income
Bangladesh,BGD,2003,140970351.0,5.98364295448218,60.5290981442221,1.96152198,426.74880754362,Lower middle income
Bangladesh,BGD,2004,142902856.0,6.06403552107259,59.8090920870314,1.99854314,455.614016909798,Lower middle income
Bangladesh,BGD,2005,144715786.0,6.15323814564069,59.0378267163075,2.05873919,480.08585075452,Lower middle income
Bangladesh,BGD,2006,146405973.0,6.25483192391766,58.2692078165913,2.10646582,490.388026533289,Lower middle income
Bangladesh,BGD,2007,147989278.0,6.3719037093988,57.5403800304711,2.17268491,537.955492792911,Lower middle income
Bangladesh,BGD,2008,149474264.0,6.50584958273277,56.829838812042,2.11878848,613.06204104124,Lower middle income
Bangladesh,BGD,2009,150873714.0,6.65505567963701,56.0481382109918,2.18321705,679.211477428056,Lower middle income
Bangladesh,BGD,2010,152201981.0,6.81767435451691,55.1510085037134,2.28807664,757.385280361508,Lower middle income
Bangladesh,BGD,2011,153591076.0,6.9977307992859,54.1002241468439,2.36418128,837.336944695647,Lower middle income
Bangladesh,BGD,2012,155070101.0,7.18427722271008,52.8555590168163,2.3537879,859.680536375497,Lower middle income
Bangladesh,BGD,2013,156532141.0,7.35009257974433,51.5075134925378,2.29574466,958.262989798283,Lower middle income
Bangladesh,BGD,2014,157964929.0,7.49808224678947,50.1383177320147,2.27915168,1094.46199702838,Lower middle income
Bangladesh,BGD,2015,159383179.0,7.67049516937057,48.7871588228788,2.27217698,1224.38647668165,Lower middle income
Bangladesh,BGD,2016,160811932.0,7.88083150095721,47.4910453309036,2.38938212,1649.28380858601,Lower middle income
Bangladesh,BGD,2017,162186147.0,8.13253782885509,46.5111017109243,2.36720181,1811.08221668646,Lower middle income
Bangladesh,BGD,2018,163523103.0,8.42340995776793,45.9039652143335,2.31622243,1965.24372731467,Lower middle income
Bangladesh,BGD,2019,164913055.0,8.73026000966038,45.4449279247387,2.25762248,2129.79896954606,Lower middle income
Bangladesh,BGD,2020,166298024.0,8.99007678263529,45.0779125887151,2.27063942,2248.85078828233,Lower middle income
Bangladesh,BGD,2021,167658854.0,9.19731840432484,44.763273732564,5.097779249262743,2326.5410153019716,Lower middle income
Bangladesh,BGD,2022,169384897.0,9.42496463313091,44.1972491390154,5.137229343803752,2560.3229767983016,Lower middle income
Bangladesh,BGD,2023,171466990.0,9.67649438187319,43.4193249262101,5.178551150277175,2817.596467204548,Lower middle income
Bangladesh,BGD,2024,173562364.0,9.91940845499206,42.7229696069912,5.221129747187673,3100.7220276291573,Lower middle income
Bangladesh,BGD,2025,175686899.0,10.1519960710357,42.0878319643321,5.264547602306644,3412.2973976339435,Lower middle income
Bangladesh,BGD,2026,177818044.0,10.3903412531317,41.5112886909846,5.311394601135191,3755.1813500683247,Lower middle income
Bangladesh,BGD,2027,179930175.0,10.6360210287697,40.9942995381284,5.3620974078699675,4132.519920942161,Lower middle income
Bangladesh,BGD,2028,182014774.0,10.8891786399881,40.5281177980195,5.416738600840263,4547.775275000522,Lower middle income
Bangladesh,BGD,2029,184064620.0,11.1500595390723,40.0977309333532,5.4753444606734805,5004.75747185044,Lower middle income
Bangladesh,BGD,2030,186072407.0,11.4191934549405,39.6839373001987,5.537944966231489,5507.659424099388,Lower middle income
Bangladesh,BGD,2031,188025198.0,11.6978630337031,39.268970424944,5.604729478680844,6061.095368254528,Lower middle income
Bangladesh,BGD,2032,189904568.0,11.9878225172635,38.8404625781906,5.676063237809737,6670.143201362663,Lower middle income
Bangladesh,BGD,2033,191717185.0,12.2876849162808,38.3783710718497,5.751744804518395,7340.391071836409,Lower middle income
Bangladesh,BGD,2034,193461166.0,12.5953418210585,37.8670480307103,5.831555911602029,8077.988651950995,Lower middle income
Bangladesh,BGD,2035,195130372.0,12.9097050755828,37.2973170327349,5.9155624381639065,8889.703562445744,Lower middle income
Bangladesh,BGD,2036,196740575.0,13.2286098403654,36.6538332707517,6.003612076810349,9782.983466939104,Lower middle income
Bangladesh,BGD,2037,198288196.0,13.5542905431715,35.9446857953261,6.096609228581505,10766.0244058887,Lower middle income
Bangladesh,BGD,2038,199776948.0,13.8886362461792,35.2045631664094,6.195835394429514,11847.8459970715,Lower middle income
Bangladesh,BGD,2039,201208774.0,14.232374273176,34.45957275513,6.302318075661123,13038.374192570478,Lower middle income
Bangladesh,BGD,2040,202589429.0,14.5880387357457,33.7295244186386,6.417325275745423,14348.532351577456,Lower middle income
Bangladesh,BGD,2041,203939079.0,14.9566460330262,33.0296675875253,6.541884905985137,15790.341464626295,Lower middle income
Bangladesh,BGD,2042,205259486.0,15.3407389159758,32.365548892253,6.677184280883222,17377.030448838355,Lower middle income
Bangladesh,BGD,2043,206545483.0,15.7475772916815,31.7438889746508,6.825225021643844,19123.157526156872,Lower middle income
Bangladesh,BGD,2044,207801055.0,16.1909774267709,31.169837462201,6.989073298626922,21044.743798251027,Lower middle income
Bangladesh,BGD,2045,209029594.0,16.6884911228806,30.6504439814349,7.172484355769829,23159.420243662535,Lower middle income
Bangladesh,BGD,2046,210231190.0,17.2578930086447,30.1938118693272,7.3793588529471235,25486.589485927892,Lower middle income
Bangladesh,BGD,2047,211402170.0,17.9140964623012,29.8017198947531,7.613171297662423,28047.60381693835,Lower middle income
Bangladesh,BGD,2048,212537928.0,18.6555219292795,29.4727310400574,7.874929599394449,30865.961108930787,Lower middle income
Bangladesh,BGD,2049,213638540.0,19.4572980102829,29.1997106164611,8.162105298882743,33967.520412659076,Lower middle income
Bangladesh,BGD,2050,214709097.0,20.2814551904956,28.9694862809787,8.470208949821236,37380.73921989656,Lower middle income
Bolivia,BOL,2000,8606326.0,9.26628427655431,67.06738063456,4.39554119,975.777060358751,Lower middle income
