Country,ISO3,Year,Population,Dependency_Ratio_Old,Dependency_Ratio_Young,Health_Expenditure,GDP_percapita,income_level,log_GDP_percapita
Argentina,ARG,2001,37624825.0,15.6034995940423,44.8385891776457,8.37179852,7141.47507662826,Upper middle income,8.873674627361462
Argentina,ARG,2002,38029349.0,15.6661577646685,44.3438603887641,7.3933115,2569.69963519124,Upper middle income,7.851544297592586
Argentina,ARG,2003,38424282.0,15.7037442216745,43.8120278343514,6.89451647,3320.47775133903,Upper middle income,8.107863952563509
Argentina,ARG,2004,38815916.0,15.7354699936422,43.2554108667324,7.22868252,4242.02099089422,Upper middle income,8.352795083460856
Argentina,ARG,2005,39216789.0,15.7937377274489,42.6947939892607,7.61078882,5067.65342293276,Upper middle income,8.53063315373026
Argentina,ARG,2006,39622115.0,15.8706830163712,42.1296696541309,7.64032793,5869.38028970204,Upper middle income,8.677504334796174
Argentina,ARG,2007,40016763.0,15.93391967577,41.5711237862678,7.83455086,7185.25155147027,Upper middle income,8.87978580854331
Argentina,ARG,2008,40424148.0,16.0118370960437,41.062350577237,8.1826973,8944.1102657357,Upper middle income,9.098750523777706
Argentina,ARG,2009,40854831.0,16.1379071006065,40.5977786677385,9.45599556,8150.23527028221,Upper middle income,9.00580207333754
Argentina,ARG,2010,41288694.0,16.2743145548326,40.1778275564014,9.44546413,10260.1313108254,Upper middle income,9.236020916968926
Argentina,ARG,2011,41730660.0,16.4339146497796,39.8400391139328,9.41819859,12704.2831819684,Upper middle income,9.449694474010553
Argentina,ARG,2012,42161721.0,16.6176610722898,39.5291137228417,9.82726669,12949.717486654,Upper middle income,9.468829251187325
Argentina,ARG,2013,42582455.0,16.8020097973001,39.246694673681,9.78097916,12963.675773326,Upper middle income,9.469906554177475
Argentina,ARG,2014,43024071.0,16.9976536718042,39.0279891205802,9.67129993,12233.1444119186,Upper middle income,9.411904302087889
Argentina,ARG,2015,43477012.0,17.2149420931919,38.8373470565414,10.22933674,13679.6264980954,Upper middle income,9.52366288803301
Argentina,ARG,2016,43900313.0,17.428506034874,38.6176660997503,9.85558891,12699.9623137756,Upper middle income,9.449354305023036
Argentina,ARG,2017,44288894.0,17.6360406247971,38.3367608997386,10.23174763,14532.5009308511,Upper middle income,9.584142863628564
Argentina,ARG,2018,44654882.0,17.8664360458422,37.9864893602132,10.29146862,11752.7998922979,Upper middle income,9.371846779892264
Argentina,ARG,2019,44973465.0,18.0994378665041,37.4937423286225,10.1555109,9955.97478680428,Upper middle income,9.205928131021869
Argentina,ARG,2020,45191965.0,18.2822768577117,36.7385200325396,10.45030594,8535.59938004389,Upper middle income,9.052000858895653
Argentina,ARG,2021,45312281.0,18.3808404939187,35.8386839470968,10.03832245,10738.0179223384,Upper middle income,9.281545800038526
Argentina,ARG,2022,45407904.0,18.4528820822776,34.8856643045046,9.86305332,13935.6811110049,Upper middle income,9.5422078164399
Argentina,ARG,2023,45538401.0,18.600375437612,33.8239612447006,,14187.4827252965,Upper middle income,9.56011535662277
Argentina,ARG,2024,45696159.0,18.8178147185688,32.7431422852471,,16498.665446273615,Upper middle income,9.71103477457352
Argentina,ARG,2025,45851378.0,19.042142805536,31.6740911492555,,17352.58274615087,Upper middle income,9.761496635745857
Argentina,ARG,2026,46003734.0,19.2571802074777,30.6030783032831,,18250.696030085393,Upper middle income,9.811958496918194
Argentina,ARG,2027,46153342.0,19.4760262632221,29.5990580816489,,19195.292738567106,Upper middle income,9.862420358090532
Argentina,ARG,2028,46299946.0,19.6955795361532,28.6301319395612,,20188.778702571402,Upper middle income,9.912882219262883
Argentina,ARG,2029,46443764.0,19.8941631913077,27.6065049382836,,21233.684271064696,Upper middle income,9.96334408043522
Argentina,ARG,2030,46585022.0,20.0665952713448,26.5760360965144,,22332.670755652696,Upper middle income,10.013805941607558
Argentina,ARG,2031,46723736.0,20.2290576570051,25.6422162418672,,23488.53720877978,Upper middle income,10.064267802779895
Argentina,ARG,2032,46859877.0,20.4070310238868,24.8319658536836,,24704.22755274744,Upper middle income,10.114729663952232
Argentina,ARG,2033,46993516.0,20.6177913819014,24.1437574550932,,25982.838077707205,Upper middle income,10.16519152512457
Argentina,ARG,2034,47124535.0,20.8812258127536,23.6446991737943,,27327.62532772535,Upper middle income,10.215653386296907
Argentina,ARG,2035,47251994.0,21.2186250710184,23.4418883287557,,28742.014395004673,Upper middle income,10.266115247469244
Argentina,ARG,2036,47375365.0,21.6194878003005,23.4284350528613,,30229.607643388223,Upper middle income,10.316577108641582
Argentina,ARG,2037,47494512.0,22.0699207415853,23.4945052580728,,31794.193883363692,Upper middle income,10.367038969813933
Argentina,ARG,2038,47608787.0,22.5683995549807,23.6162332391179,,33439.758021933936,Upper middle income,10.41750083098627
Argentina,ARG,2039,47716823.0,23.1129003718879,23.7245844533309,,35170.49121193798,Upper middle income,10.467962692158608
Argentina,ARG,2040,47817645.0,23.7057515960029,23.8281996991048,,36990.801526663345,Upper middle income,10.518424553330945
Argentina,ARG,2041,47910498.0,24.3460276090935,23.9247862892364,,38905.32518694389,Upper middle income,10.568886414503282
Argentina,ARG,2042,47994507.0,25.0360885179927,24.0120047135643,,40918.938369335265,Upper middle income,10.61934827567562
Argentina,ARG,2043,48069561.0,25.7627835431964,24.0886900632665,,43036.76962544322,Upper middle income,10.669810136847957
Argentina,ARG,2044,48135529.0,26.5069561839347,24.1493139213442,,45264.212944036546,Upper middle income,10.720271998020309
Argentina,ARG,2045,48191841.0,27.2554980869087,24.1873714481734,,47606.94148920931,Upper middle income,10.770733859192646
Argentina,ARG,2046,48237678.0,27.99865918292,24.1989685969067,,50070.922049592264,Upper middle income,10.821195720364983
Argentina,ARG,2047,48272492.0,28.7325109562861,24.1814197339764,,52662.43023540189,Upper middle income,10.87165758153732
Argentina,ARG,2048,48296026.0,29.4539136312723,24.1325229916826,,55388.0664620426,Upper middle income,10.922119442709658
Argentina,ARG,2049,48308274.0,30.1704701253234,24.0547445965053,,58254.77276096764,Upper middle income,10.972581303881995
Argentina,ARG,2050,48308944.0,30.8835834125364,23.9508798321764,,61269.850460615395,Upper middle income,11.023043165054332
Armenia,ARM,2000,3221100.0,14.1601550296688,40.6532335816871,4.19581175,593.450581742282,Upper middle income,6.385953944773804
Armenia,ARM,2001,3211800.0,14.5669248346944,37.9220235385051,4.64563894,659.588988535629,Upper middle income,6.491616896391499
Armenia,ARM,2002,3199800.0,15.1157224022065,35.9546307373733,7.61358786,742.651118319819,Upper middle income,6.610226376324834
Armenia,ARM,2003,3182500.0,15.6446414144128,34.3689811894937,7.17936182,882.030167695474,Upper middle income,6.782226259158222
Armenia,ARM,2004,3164900.0,16.1035943261704,32.8883363171891,6.05510139,1130.08791444158,Upper middle income,7.0300507090708715
Armenia,ARM,2005,3146400.0,16.4324533577882,31.3868541124825,5.8618803,1557.48458908655,Upper middle income,7.350827355965176
Armenia,ARM,2006,3127100.0,16.5581288587837,29.928094287829,5.85007095,2041.65267068997,Upper middle income,7.621514891549062
Armenia,ARM,2007,3107400.0,16.4184771795511,28.7120768425291,5.49814034,2962.70234594569,Upper middle income,7.993857085539807
Armenia,ARM,2008,3087100.0,16.0632649243199,27.9628782078826,6.63976622,3777.66859313767,Upper middle income,8.236862324027914
Armenia,ARM,2009,3066000.0,15.6399045640536,27.6542246296716,8.44377708,2820.5926553347,Upper middle income,7.944702303317538
Armenia,ARM,2010,3044800.0,15.3275061207324,27.5897175450982,9.23538303,3041.34450723339,Upper middle income,8.020054968743029
Armenia,ARM,2011,3027900.0,15.2071899840717,27.6517053046373,9.37588882,3349.55309771906,Upper middle income,8.1165822122541
Armenia,ARM,2012,3024100.0,15.2554042984527,27.8512610621249,9.13455009,3511.56399687426,Upper middle income,8.163816800372278
Armenia,ARM,2013,3022000.0,15.3767531899183,28.2188203396402,10.32345009,3680.16692158886,Upper middle income,8.21071338926169
Armenia,ARM,2014,3013800.0,15.542233190204,28.6781141387909,10.17827892,3852.11800610384,Upper middle income,8.256378407470539
Armenia,ARM,2015,3004600.0,15.8403518094083,29.1671311867438,10.11762714,3512.39350276709,Upper middle income,8.164052993685441
Armenia,ARM,2016,2992300.0,16.2618213310109,29.6512676875004,9.95194912,3524.42476874707,Upper middle income,8.167472515759012
Armenia,ARM,2017,2979400.0,16.7625534481544,30.0563296856113,10.36270332,3869.05373867752,Upper middle income,8.26076524415627
Armenia,ARM,2018,2969000.0,17.2645182175621,30.1482121055195,10.00543404,4196.00562301769,Upper middle income,8.341888309605302
Armenia,ARM,2019,2962500.0,17.8042980623195,30.0064562739616,11.3798008,4597.22887399548,Upper middle income,8.433208982253502
Armenia,ARM,2020,2961500.0,18.2897095679418,29.8857775000338,12.24056244,4268.68093304583,Upper middle income,8.359060143521052
Armenia,ARM,2021,2962300.0,18.7082798282625,29.767715315933,12.32268524,4685.17997128509,Upper middle income,8.452159608296522
Armenia,ARM,2022,2969200.0,19.2126210693179,29.547577010407,9.96212864,6571.97445545099,Upper middle income,8.790569592273615
Armenia,ARM,2023,2990900.0,19.6465374462569,29.0664378136515,,8053.01066312345,Upper middle income,8.993801295912817
Armenia,ARM,2024,2969294.0,20.4335749113731,28.6862831851741,,8491.831394393352,Upper middle income,9.046859967985597
Armenia,ARM,2025,2947373.0,21.6958860459498,28.5228643044483,,9320.897705671707,Upper middle income,9.140014223392171
Armenia,ARM,2026,2926208.0,22.9547668574529,28.2724066202406,,10230.90662126867,Upper middle income,9.233168478798746
Armenia,ARM,2027,2906521.0,24.1324013373027,27.9371739801497,,11229.760651640261,Upper middle income,9.326322734205291
Armenia,ARM,2028,2886841.0,25.1965550425541,27.531567049328,,12326.133837539972,Upper middle income,9.419476989611866
Armenia,ARM,2029,2866759.0,26.1366351143276,27.0782348718996,,13529.547075320423,Upper middle income,9.51263124501844
Armenia,ARM,2030,2846958.0,26.9275507216131,26.5979539330248,,14850.4507963256,Upper middle income,9.605785500425014
Armenia,ARM,2031,2827054.0,27.5796252443609,26.1070991338913,,16300.315718356349,Upper middle income,9.698939755831589
Armenia,ARM,2032,2807697.0,28.1245242557032,25.630391996872,,17891.73245729543,Upper middle income,9.792094011238134
Armenia,ARM,2033,2787982.0,28.5937042366865,25.1838806131505,,19638.520863921447,Upper middle income,9.885248266644709
Armenia,ARM,2034,2768472.0,29.010495418878,24.77522116815,,21555.850035384294,Upper middle income,9.978402522051283
Armenia,ARM,2035,2748534.0,29.3929775038811,24.4239419862263,,23660.370043530565,Upper middle income,10.071556777457857
Armenia,ARM,2036,2728995.0,29.7541680671132,24.1443365943999,,25970.35652399956,Upper middle income,10.164711032864432
Armenia,ARM,2037,2709613.0,30.0766522967282,23.8649869670643,,28505.86938170243,Upper middle income,10.257865288270978
Armenia,ARM,2038,2690597.0,30.3641510427036,23.5640370810249,,31288.926990886033,Upper middle income,10.351019543677552
Armenia,ARM,2039,2670793.0,30.6476413985163,23.2800375310646,,34343.6974025217,Upper middle income,10.444173799084126
Armenia,ARM,2040,2651467.0,30.9605727939152,23.0328503908106,,37696.70821947785,Upper middle income,10.5373280544907
Armenia,ARM,2041,2632642.0,31.333147471122,22.8607591378024,,41377.0769620183,Upper middle income,10.630482309897246
Armenia,ARM,2042,2613833.0,31.7824218602187,22.7608128050857,,45416.76392412994,Upper middle income,10.72363656530382
Armenia,ARM,2043,2595594.0,32.3283530374627,22.7314762266045,,49850.84971646429,Upper middle income,10.816790820710395
Armenia,ARM,2044,2578226.0,32.9822092004712,22.7689008366811,,54717.8399060962,Upper middle income,10.90994507611697
Armenia,ARM,2045,2561109.0,33.7496040515766,22.8630709453964,,60059.99939857251,Upper middle income,11.003099331523543
Armenia,ARM,2046,2544227.0,34.6249567087364,23.003382139651,,65923.71946602635,Upper middle income,11.09625358693009
Armenia,ARM,2047,2527581.0,35.5843904596081,23.1780745855035,,72359.92060863654,Upper middle income,11.189407842336664
Armenia,ARM,2048,2511200.0,36.6220156176728,23.3775766101902,,79424.49474785056,Upper middle income,11.282562097743238
Armenia,ARM,2049,2495049.0,37.7546995082557,23.5980371614893,,87178.79059140949,Upper middle income,11.375716353149812
Armenia,ARM,2050,2479243.0,38.9967121034788,23.8377752119137,,95690.1463850547,Upper middle income,11.468870608556387
Australia,AUS,2000,19028802.0,18.4404914467146,31.0193457032815,7.58869076,21870.4159669594,High income,9.992890133469789
Australia,AUS,2001,19274701.0,18.5772011959242,30.7096342659768,7.67391729,19695.7297379144,High income,9.88815712665637
Australia,AUS,2002,19495210.0,18.7127323974033,30.3611954690273,7.87221003,20301.8431713256,High income,9.91846695752514
Australia,AUS,2003,19720737.0,18.8398708904641,30.0046908439481,7.87659502,23718.1338501868,High income,10.073995175909896
Australia,AUS,2004,19932722.0,18.9836966228745,29.6660684448757,8.08257675,30836.7306824685,High income,10.33646181305884
Australia,AUS,2005,20176844.0,19.1310333967163,29.3442663966515,7.9648633,34479.7679298388,High income,10.448127994181858
Australia,AUS,2006,20450966.0,19.2717494706077,29.0579269292174,7.97161102,36595.7071548423,High income,10.507686221659045
Australia,AUS,2007,20827622.0,19.3981662950467,28.8201569770768,8.0517149,41051.6120652288,High income,10.622585384882429
Australia,AUS,2008,21249199.0,19.5189082391702,28.6064820859462,8.24737453,49701.2817843335,High income,10.813786002181399
Australia,AUS,2009,21691653.0,19.7257997705892,28.4224574003772,8.54235363,42816.5674002829,High income,10.664680395462007
Australia,AUS,2010,22031750.0,20.0725746708257,28.2912864401152,8.41878414,52144.6654705468,High income,10.861777163165032
Australia,AUS,2011,22340024.0,20.5282558448571,28.2399824781311,8.53360462,62605.600458306,High income,11.0446100172767
Australia,AUS,2012,22733465.0,21.0375343205585,28.2914383692793,8.66922569,68072.8732340801,High income,11.128334075542075
Australia,AUS,2013,23128129.0,21.5386207048104,28.3857466075814,8.74458122,68190.7010035651,High income,11.130063485613862
Australia,AUS,2014,23475686.0,22.023452328806,28.4676085710793,9.82490253,62544.0873773726,High income,11.043626985086195
Australia,AUS,2015,23815995.0,22.5076119973565,28.5556890320447,10.17367649,56739.0265346593,High income,10.946217551618192
Australia,AUS,2016,24190907.0,22.9691602900349,28.6342852845513,10.08972931,49888.0410842736,High income,10.817536595387343
Australia,AUS,2017,24592588.0,23.3956977573784,28.6467237347927,10.11242294,53901.7145392154,High income,10.894917566024112
Australia,AUS,2018,24963258.0,23.8439530509551,28.6015621183253,10.05163097,57196.4220783778,High income,10.954246624334179
Australia,AUS,2019,25334826.0,24.383152985158,28.5366054464316,10.21285057,54972.7017885437,High income,10.91459200988416
Australia,AUS,2020,25649248.0,25.0972747499351,28.5088498882266,10.66040134,51791.540179984,High income,10.854982097921177
Australia,AUS,2021,25685412.0,25.8365969160502,28.4192188433023,10.42525291,60607.7788605166,High income,11.012178527854376
Australia,AUS,2022,26014399.0,26.3953997265958,28.1893732472139,9.92687893,64997.0136536475,High income,11.082096604032287
Australia,AUS,2023,26658948.0,26.9162159817018,27.9168394039075,,64820.9117890026,High income,11.079383543073043
Australia,AUS,2024,26912972.0,27.5190567493021,27.6926370420968,,81028.07483067844,High income,11.302550976449567
Australia,AUS,2025,27160742.0,28.1702515610389,27.5265865438384,,84964.0683716432,High income,11.349983721059544
Australia,AUS,2026,27397934.0,28.8459756703672,27.3667745433155,,89091.25546110072,High income,11.397416465669508
Australia,AUS,2027,27633180.0,29.5246203596488,27.2022498012639,,93418.92345499042,High income,11.444849210279472
Australia,AUS,2028,27864864.0,30.1786921223815,27.028761798374,,97956.81084884849,High income,11.49228195488945
Australia,AUS,2029,28086540.0,30.7855894685241,26.8541678991098,,102715.12919221456,High income,11.539714699499413
Australia,AUS,2030,28307092.0,31.3198857794372,26.6710104206561,,107704.58606755828,High income,11.587147444109377
Australia,AUS,2031,28523852.0,31.7928516898945,26.4825522712727,,112936.40918541038,High income,11.634580188719355
Australia,AUS,2032,28734674.0,32.2493485307865,26.3254542625015,,118422.37164993004,High income,11.682012933329318
Australia,AUS,2033,28943238.0,32.7274485509456,26.2105710733426,,124174.81845177895,High income,11.729445677939282
Australia,AUS,2034,29150418.0,33.237525679458,26.1252848125106,,130206.69424789037,High income,11.77687842254926
Australia,AUS,2035,29359642.0,33.7896511281665,26.0632812968325,,136531.5724906581,High income,11.824311167159223
Australia,AUS,2036,29568628.0,34.3789887554825,25.9977160039996,,143163.68597211235,High income,11.871743911769187
Australia,AUS,2037,29770354.0,34.9360663724697,25.9190936802937,,150117.9588517834,High income,11.919176656379165
Australia,AUS,2038,29977266.0,35.3971731519462,25.8340118246269,,157410.04024033863,High income,11.966609400989128
Australia,AUS,2039,30177900.0,35.7665335581452,25.7399591282003,,165056.33941458742,High income,12.014042145599092
Australia,AUS,2040,30382826.0,36.0673048518575,25.6497060569044,,173074.06274305694,High income,12.061474890209055
Australia,AUS,2041,30591692.0,36.3155181026158,25.5774281527967,,181481.25240526625,High income,12.108907634819033
Australia,AUS,2042,30803796.0,36.5320399833816,25.5266983333208,,190296.82699180028,High income,12.156340379428997
Australia,AUS,2043,31013200.0,36.7472595815834,25.4991702011308,,199540.62407658552,High income,12.20377312403896
Australia,AUS,2044,31222552.0,36.9907301226076,25.4995034356694,,209233.44485712016,High income,12.251205868648938
Australia,AUS,2045,31436170.0,37.2825194736978,25.5298170111253,,219397.10096313164,High income,12.298638613258902
Australia,AUS,2046,31656828.0,37.6345128318746,25.5895125222541,,230054.46353902324,High income,12.346071357868865
Australia,AUS,2047,31865958.0,38.0524169532615,25.6732769474166,,241229.51471050776,High income,12.393504102478843
Australia,AUS,2048,32088258.0,38.5097622169912,25.7728948688499,,252947.4015512654,High income,12.440936847088807
Australia,AUS,2049,32299192.0,38.980735292076,25.879287386698,,265234.49267109967,High income,12.48836959169877
Australia,AUS,2050,32510680.0,39.4588348242549,25.98300600265,,278118.4375528711,High income,12.535802336308748
Bangladesh,BGD,2000,134544304.0,5.84539079116541,63.0281199791971,1.80504513,396.670730249751,Lower middle income,5.983106541712096
Bangladesh,BGD,2001,136805810.0,5.86789252454913,61.9618997157749,1.77201855,394.65641001891,Lower middle income,5.978015538310382
Bangladesh,BGD,2002,138933658.0,5.91576715658698,61.2294160464584,1.93417108,393.886422327628,Lower middle income,5.976062599536679
Bangladesh,BGD,2003,140970351.0,5.98364295448218,60.5290981442221,1.96152198,426.74880754362,Lower middle income,6.056195567396762
Bangladesh,BGD,2004,142902856.0,6.06403552107259,59.8090920870314,1.99854314,455.614016909798,Lower middle income,6.12164599692461
Bangladesh,BGD,2005,144715786.0,6.15323814564069,59.0378267163075,2.05873919,480.08585075452,Lower middle income,6.173964943647739
Bangladesh,BGD,2006,146405973.0,6.25483192391766,58.2692078165913,2.10646582,490.388026533289,Lower middle income,6.19519696860878
Bangladesh,BGD,2007,147989278.0,6.3719037093988,57.5403800304711,2.17268491,537.955492792911,Lower middle income,6.287775829588981
Bangladesh,BGD,2008,149474264.0,6.50584958273277,56.829838812042,2.11878848,613.06204104124,Lower middle income,6.41846613969135
Bangladesh,BGD,2009,150873714.0,6.65505567963701,56.0481382109918,2.18321705,679.211477428056,Lower middle income,6.520932533305562
Bangladesh,BGD,2010,152201981.0,6.81767435451691,55.1510085037134,2.28807664,757.385280361508,Lower middle income,6.629872080847246
Bangladesh,BGD,2011,153591076.0,6.9977307992859,54.1002241468439,2.36418128,837.336944695647,Lower middle income,6.730226551843378
Bangladesh,BGD,2012,155070101.0,7.18427722271008,52.8555590168163,2.3537879,859.680536375497,Lower middle income,6.756560850904913
Bangladesh,BGD,2013,156532141.0,7.35009257974433,51.5075134925378,2.29574466,958.262989798283,Lower middle income,6.865122259919668
Bangladesh,BGD,2014,157964929.0,7.49808224678947,50.1383177320147,2.27915168,1094.46199702838,Lower middle income,6.998018194595261
Bangladesh,BGD,2015,159383179.0,7.67049516937057,48.7871588228788,2.27217698,1224.38647668165,Lower middle income,7.110195162156987
Bangladesh,BGD,2016,160811932.0,7.88083150095721,47.4910453309036,2.38938212,1649.28380858601,Lower middle income,7.408096417262894
Bangladesh,BGD,2017,162186147.0,8.13253782885509,46.5111017109243,2.36720181,1811.08221668646,Lower middle income,7.501679855354567
Bangladesh,BGD,2018,163523103.0,8.42340995776793,45.9039652143335,2.31622243,1965.24372731467,Lower middle income,7.583371550868579
Bangladesh,BGD,2019,164913055.0,8.73026000966038,45.4449279247387,2.25762248,2129.79896954606,Lower middle income,7.663782873754545
Bangladesh,BGD,2020,166298024.0,8.99007678263529,45.0779125887151,2.27063942,2248.85078828233,Lower middle income,7.718174603952346
Bangladesh,BGD,2021,167658854.0,9.19731840432484,44.763273732564,2.36551309,2482.84917843357,Lower middle income,7.817162041993389
Bangladesh,BGD,2022,169384897.0,9.42496463313091,44.1972491390154,2.39038587,2716.48592677835,Lower middle income,7.907094385333339
Bangladesh,BGD,2023,171466990.0,9.67649438187319,43.4193249262101,,2551.01772674142,Lower middle income,7.844247667055896
Bangladesh,BGD,2024,173562364.0,9.91940845499206,42.7229696069912,,3107.186199501606,Lower middle income,8.041472836629111
Bangladesh,BGD,2025,175686899.0,10.1519960710357,42.0878319643321,,3419.697718377101,Lower middle income,8.137307439710895
Bangladesh,BGD,2026,177818044.0,10.3903412531317,41.5112886909846,,3763.6407135656445,Lower middle income,8.233142042792679
Bangladesh,BGD,2027,179930175.0,10.6360210287697,40.9942995381284,,4142.176469191332,Lower middle income,8.328976645874462
Bangladesh,BGD,2028,182014774.0,10.8891786399881,40.5281177980195,,4558.78422190501,Lower middle income,8.424811248956246
Bangladesh,BGD,2029,184064620.0,11.1500595390723,40.0977309333532,,5017.293139600785,Lower middle income,8.520645852038001
Bangladesh,BGD,2030,186072407.0,11.4191934549405,39.6839373001987,,5521.917516457165,Lower middle income,8.616480455119785
Bangladesh,BGD,2031,188025198.0,11.6978630337031,39.268970424944,,6077.295507789009,Lower middle income,8.712315058201568
Bangladesh,BGD,2032,189904568.0,11.9878225172635,38.8404625781906,,6688.531760736772,Lower middle income,8.808149661283352
Bangladesh,BGD,2033,191717185.0,12.2876849162808,38.3783710718497,,7361.244332622377,Lower middle income,8.903984264365107
