Country,ISO3,Year,Health_Expenditure,Education_Expenditure,Dependency_Ratio,Dependency_Ratio_Old,Dependency_Ratio_Young,Life_Expectancy,Mortality_Rate,average_schooling,learning_scores,GDP_percapita,trade_gdp,gov_consumption_gdp,Population,income_level,Region,log_GDP_percapita,D_2020,D_2021
Argentina,ARG,2010,9.44546413,5.01971006393433,56.452142111234,16.2743145548326,40.1778275564014,75.68,12.4,10.6,408.97324,10260.1313108254,34.9710132635696,15.1637178886417,41288694.0,Upper middle income,Latin America & Caribbean,9.236020916968926,0,0
Argentina,ARG,2011,9.41819859,5.29062986373901,56.2739537637124,16.4339146497796,39.8400391139328,76.1,11.9,10.7,,12704.2831819684,35.2061549999644,15.6889565165983,41730660.0,Upper middle income,Latin America & Caribbean,9.449694474010553,0,0
Argentina,ARG,2012,9.82726669,5.34582996368408,56.1467747951315,16.6176610722898,39.5291137228417,75.802,11.4,10.79,,12949.717486654,30.5265423717108,16.6454378106252,42161721.0,Upper middle income,Latin America & Caribbean,9.468829251187325,0,0
Argentina,ARG,2013,9.78097916,5.43661022186279,56.0487044709811,16.8020097973001,39.246694673681,75.829,10.9,10.89,,12963.675773326,29.3339290021037,16.8062377968797,42582455.0,Upper middle income,Latin America & Caribbean,9.469906554177475,0,0
Argentina,ARG,2014,9.67129993,5.36144018173218,56.0256427923844,16.9976536718042,39.0279891205802,76.268,10.4,10.91,,12233.1444119186,28.4067936452275,16.9498757371062,43024071.0,Upper middle income,Latin America & Caribbean,9.411904302087889,0,0
Argentina,ARG,2015,10.22933674,5.77611017227173,56.0522891497333,17.2149420931919,38.8373470565414,76.6,10.0,10.92,,13679.6264980954,22.4862260889792,18.098379759087,43477012.0,Upper middle income,Latin America & Caribbean,9.52366288803301,0,0
Argentina,ARG,2016,9.85558891,5.54548978805542,56.0461721346243,17.428506034874,38.6176660997503,76.105,9.7,10.93,,12699.9623137756,26.0938878488799,17.6545781863509,43900313.0,Upper middle income,Latin America & Caribbean,9.449354305023036,0,0
Argentina,ARG,2017,10.23174763,5.45431995391846,55.9728015245357,17.6360406247971,38.3367608997386,76.543,9.4,11.015,424.0,14532.5009308511,25.2896011376779,17.6968939223042,44288894.0,Upper middle income,Latin America & Caribbean,9.584142863628564,0,0
Argentina,ARG,2018,10.29146862,4.87773990631104,55.8529254060554,17.8664360458422,37.9864893602132,76.77,9.2,11.1,424.0808,11752.7998922979,30.7625359549926,15.8050971558947,44654882.0,Upper middle income,Latin America & Caribbean,9.371846779892264,0,0
Argentina,ARG,2019,10.1555109,4.7716498374939,55.5931801951266,18.0994378665041,37.4937423286225,76.847,8.9,11.12,,9955.97478680428,32.6306150458499,16.4432415862976,44973465.0,Upper middle income,Latin America & Caribbean,9.205928131021869,0,0
Argentina,ARG,2020,10.45030594,5.27689981460571,55.0207968902513,18.2822768577117,36.7385200325396,75.878,8.7,11.14,408.17264,8535.59938004389,30.203698807416,16.8730073837365,45191965.0,Upper middle income,Latin America & Caribbean,9.052000858895653,1,0
Argentina,ARG,2021,10.03832245,4.64117002487183,54.2195244410156,18.3808404939187,35.8386839470968,73.948,8.5,11.184582,,10738.0179223384,33.078689567466,15.9158179423023,45312281.0,Upper middle income,Latin America & Caribbean,9.281545800038526,0,1
Argentina,ARG,2022,9.86305332,4.80521011352539,53.3385463867822,18.4528820822776,34.8856643045046,75.806,8.3,11.184582,,13935.6811110049,31.5477080051071,15.8356571842994,45407904.0,Upper middle income,Latin America & Caribbean,9.5422078164399,0,0
Argentina,ARG,2023,9.552117761880915,,52.4243366823125,18.600375437612,33.8239612447006,,,,,15982.265642736485,29.0794309255499,,45538401.0,Upper middle income,Latin America & Caribbean,9.679234989166346,0,0
Argentina,ARG,2024,9.604673086987152,,51.5609570038159,18.8178147185688,32.7431422852471,,,,,16829.49105973143,28.769050400459946,,45696159.0,Upper middle income,Latin America & Caribbean,9.73088804666412,0,0
Argentina,ARG,2025,9.658311482211866,,50.7162339547915,19.042142805536,31.6740911492555,,,,,17721.62818844783,28.458669875369992,,45851378.0,Upper middle income,Latin America & Caribbean,9.782541104161893,0,0
Argentina,ARG,2026,9.710489179702298,,49.8602585107608,19.2571802074777,30.6030783032831,,,,,18661.05781422249,28.148289350280038,,46003734.0,Upper middle income,Latin America & Caribbean,9.834194161659667,0,0
Argentina,ARG,2027,9.763265680398845,,49.075084344871,19.4760262632221,29.5990580816489,,,,,19650.2869286445,27.837908825190084,,46153342.0,Upper middle income,Latin America & Caribbean,9.88584721915744,0,0
Argentina,ARG,2028,9.81615337101728,,48.3257114757144,19.6955795361532,28.6301319395612,,,,,20691.955419792208,27.527528300100016,,46299946.0,Upper middle income,Latin America & Caribbean,9.937500276655214,0,0
Argentina,ARG,2029,9.86574418168649,,47.5006681295913,19.8941631913077,27.6065049382836,,,,,21788.843117122,27.217147775010062,,46443764.0,Upper middle income,Latin America & Caribbean,9.989153334152988,0,0
Argentina,ARG,2030,9.91122339601838,,46.6426313678592,20.0665952713448,26.5760360965144,,,,,22943.877209809027,26.906767249920108,,46585022.0,Upper middle income,Latin America & Caribbean,10.040806391650761,0,0
Argentina,ARG,2031,9.95513515757928,,45.8712738988723,20.2290576570051,25.6422162418672,,,,,24160.140058337085,26.596386724830154,,46723736.0,Upper middle income,Latin America & Caribbean,10.09245944914855,0,0
Argentina,ARG,2032,10.001485582711744,,45.2389968775704,20.4070310238868,24.8319658536836,,,,,25440.877420181878,26.2860061997402,,46859877.0,Upper middle income,Latin America & Caribbean,10.144112506646323,0,0
Argentina,ARG,2033,10.052990835882236,,44.7615488369947,20.6177913819014,24.1437574550932,,,,,26789.507111543986,25.975625674650246,,46993516.0,Upper middle income,Latin America & Caribbean,10.195765564144097,0,0
Argentina,ARG,2034,10.112777598827119,,44.5259249865478,20.8812258127536,23.6446991737943,,,,,28209.62812823989,25.665245149560178,,47124535.0,Upper middle income,Latin America & Caribbean,10.24741862164187,0,0
Argentina,ARG,2035,10.184193241184227,,44.6605133997741,21.2186250710184,23.4418883287557,,,,,29705.030250096268,25.354864624470224,,47251994.0,Upper middle income,Latin America & Caribbean,10.299071679139644,0,0
Argentina,ARG,2036,10.265586721350974,,45.0479228531618,21.6194878003005,23.4284350528613,,,,,31279.704154476214,25.04448409938027,,47375365.0,Upper middle income,Latin America & Caribbean,10.350724736637417,0,0
Argentina,ARG,2037,10.354773716867959,,45.5644259996581,22.0699207415853,23.4945052580728,,,,,32937.85206592697,24.734103574290316,,47494512.0,Upper middle income,Latin America & Caribbean,10.402377794135191,0,0
Argentina,ARG,2038,10.451514568353703,,46.1846327940986,22.5683995549807,23.6162332391179,,,,,34683.89897036916,24.423723049200362,,47608787.0,Upper middle income,Latin America & Caribbean,10.454030851632965,0,0
Argentina,ARG,2039,10.555491079650594,,46.8374848252188,23.1129003718879,23.7245844533309,,,,,36522.50442375408,24.113342524110408,,47716823.0,Upper middle income,Latin America & Caribbean,10.505683909130738,0,0
Argentina,ARG,2040,10.66706932645637,,47.5339512951077,23.7057515960029,23.8281996991048,,,,,38458.574986701926,23.80296199902034,,47817645.0,Upper middle income,Latin America & Caribbean,10.557336966628512,0,0
Argentina,ARG,2041,10.786103781455143,,48.2708138983299,24.3460276090935,23.9247862892364,,,,,40497.27731830459,23.492581473930386,,47910498.0,Upper middle income,Latin America & Caribbean,10.608990024126285,0,0
Argentina,ARG,2042,10.912965504767254,,49.048093231557,25.0360885179927,24.0120047135643,,,,,42644.05196403535,23.182200948840432,,47994507.0,Upper middle income,Latin America & Caribbean,10.660643081624059,0,0
Argentina,ARG,2043,11.045586907859352,,49.8514736064629,25.7627835431964,24.0886900632665,,,,,44904.627874561156,22.871820423750478,,48069561.0,Upper middle income,Latin America & Caribbean,10.712296139121847,0,0
Argentina,ARG,2044,11.180956172206246,,50.6562701052789,26.5069561839347,24.1493139213442,,,,,47285.03769419884,22.561439898660524,,48135529.0,Upper middle income,Latin America & Caribbean,10.76394919661962,0,0
Argentina,ARG,2045,11.317012379596699,,51.4428695350822,27.2554980869087,24.1873714481734,,,,,49791.633859824215,22.25105937357057,,48191841.0,Upper middle income,Latin America & Caribbean,10.815602254117394,0,0
Argentina,ARG,2046,11.452222607114036,,52.1976277798267,27.99865918292,24.1989685969067,,,,,52431.10555318336,21.940678848480502,,48237678.0,Upper middle income,Latin America & Caribbean,10.867255311615168,0,0
Argentina,ARG,2047,11.585969206657952,,52.9139306902626,28.7325109562861,24.1814197339764,,,,,55210.49655185507,21.630298323390548,,48272492.0,Upper middle income,Latin America & Caribbean,10.918908369112941,0,0
Argentina,ARG,2048,11.717758537200975,,53.5864366229548,29.4539136312723,24.1325229916826,,,,,58137.224026498305,21.319917798300594,,48296026.0,Upper middle income,Latin America & Caribbean,10.970561426610715,0,0
Argentina,ARG,2049,11.848785942709151,,54.2252147218287,30.1704701253234,24.0547445965053,,,,,61219.09833454823,21.00953727321064,,48308274.0,Upper middle income,Latin America & Caribbean,11.022214484108488,0,0
Argentina,ARG,2050,11.979272001221569,,54.8344632447128,30.8835834125364,23.9508798321764,,,,,64464.34386318292,20.699156748120686,,48308944.0,Upper middle income,Latin America & Caribbean,11.073867541606262,0,0
Armenia,ARM,2000,4.19581175,2.77273011207581,54.813388611356,14.1601550296688,40.6532335816871,72.8804878048781,27.8,10.4919405,,593.450581742282,72.2333302273367,10.7986680994975,3221100.0,Upper middle income,Europe & Central Asia,6.385953944773804,0,0
Armenia,ARM,2001,4.64563894,2.46943998336792,52.4889483731996,14.5669248346944,37.9220235385051,72.9756097560976,26.4,10.49,,659.588988535629,69.8642663925336,10.3413384803578,3211800.0,Upper middle income,Europe & Central Asia,6.491616896391499,0,0
Armenia,ARM,2002,7.61358786,2.13504004478455,51.0703531395798,15.1157224022065,35.9546307373733,72.8268292682927,25.0,10.559999,,742.651118319819,73.9845018432309,9.16904182303383,3199800.0,Upper middle income,Europe & Central Asia,6.610226376324834,0,0
Armenia,ARM,2003,7.17936182,2.1450400352478,50.0136226039065,15.6446414144128,34.3689811894937,72.8268292682927,23.7,10.63,,882.030167695474,80.0513676022426,9.38479580771821,3182500.0,Upper middle income,Europe & Central Asia,6.782226259158222,0,0
Armenia,ARM,2004,6.05510139,2.48673009872437,48.9919306433595,16.1035943261704,32.8883363171891,73.0268292682927,22.5,10.7,,1130.08791444158,73.0706339919371,9.3562321018201,3164900.0,Upper middle income,Europe & Central Asia,7.0300507090708715,0,0
Armenia,ARM,2005,5.8618803,2.71202993392944,47.8193074702708,16.4324533577882,31.3868541124825,73.0756097560976,21.3,10.7699995,,1557.48458908655,70.1397385835334,9.71001179777312,3146400.0,Upper middle income,Europe & Central Asia,7.350827355965176,0,0
Armenia,ARM,2006,5.85007095,2.71577000617981,46.4862231466127,16.5581288587837,29.928094287829,72.8243902439025,20.1,10.84,,2041.65267068997,61.0301379818566,9.26564058035311,3127100.0,Upper middle income,Europe & Central Asia,7.621514891549062,0,0
Armenia,ARM,2007,5.49814034,3.01893997192383,45.1305540220802,16.4184771795511,28.7120768425291,72.8731707317073,19.1,10.91,,2962.70234594569,56.9750470853147,9.39819198234112,3107400.0,Upper middle income,Europe & Central Asia,7.993857085539807,0,0
Armenia,ARM,2008,6.63976622,3.17272996902466,44.0261431322025,16.0632649243199,27.9628782078826,73.0731707317073,18.1,10.98,,3777.66859313767,54.5423279613666,9.39590568718206,3087100.0,Upper middle income,Europe & Central Asia,8.236862324027914,0,0
Armenia,ARM,2009,8.44377708,3.84079003334045,43.2941291937252,15.6399045640536,27.6542246296716,73.0731707317073,17.2,11.049999,,2820.5926553347,57.2742357441995,12.2837259772012,3066000.0,Upper middle income,Europe & Central Asia,7.944702303317538,0,0
Armenia,ARM,2010,9.23538303,3.24900007247925,42.9172236658305,15.3275061207324,27.5897175450982,73.1731707317073,16.4,11.12,,3041.34450723339,64.642975973633,12.0437077284519,3044800.0,Upper middle income,Europe & Central Asia,8.020054968743029,0,0
Armenia,ARM,2011,9.37588882,3.14385008811951,42.8588952887091,15.2071899840717,27.6517053046373,73.8170731707317,15.6,11.19,,3349.55309771906,69.4355736620453,11.9102932556784,3027900.0,Upper middle income,Europe & Central Asia,8.1165822122541,0,0
Armenia,ARM,2012,9.13455009,2.77248001098633,43.1066653605776,15.2554042984527,27.8512610621249,74.119512195122,14.8,11.285,,3511.56399687426,75.9616759606704,10.9099638916146,3024100.0,Upper middle income,Europe & Central Asia,8.163816800372278,0,0
Armenia,ARM,2013,10.32345009,2.65018010139465,43.5955735295585,15.3767531899183,28.2188203396402,74.6219512195122,14.1,11.38,,3680.16692158886,77.5550481598824,11.9350654316666,3022000.0,Upper middle income,Europe & Central Asia,8.21071338926169,0,0
Armenia,ARM,2014,10.17827892,2.24724006652832,44.220347328995,15.542233190204,28.6781141387909,74.8731707317073,13.4,11.474999,,3852.11800610384,75.778866962639,12.0858534859076,3013800.0,Upper middle income,Europe & Central Asia,8.256378407470539,0,0
Armenia,ARM,2015,10.11762714,2.80591011047363,45.0074829961521,15.8403518094083,29.1671311867438,74.8707317073171,12.8,11.57,,3512.39350276709,71.6820743427575,13.1115978061212,3004600.0,Upper middle income,Europe & Central Asia,8.164052993685441,0,0
Armenia,ARM,2016,9.95194912,2.75812005996704,45.9130890185114,16.2618213310109,29.6512676875004,74.8682926829268,12.2,11.68974,,3524.42476874707,76.0779674593548,13.4541585167703,2992300.0,Upper middle income,Europe & Central Asia,8.167472515759012,0,0
Armenia,ARM,2017,10.36270332,2.70759010314941,46.8188831337656,16.7625534481544,30.0563296856113,75.2170731707317,11.7,11.19,443.0,3869.05373867752,87.202376539837,12.3185519874739,2979400.0,Upper middle income,Europe & Central Asia,8.26076524415627,0,0
Armenia,ARM,2018,10.00543404,2.25586795806885,47.4127303230816,17.2645182175621,30.1482121055195,75.619512195122,11.2,11.236667,442.96945,4196.00562301769,92.473107021212,11.4866903221706,2969000.0,Upper middle income,Europe & Central Asia,8.341888309605302,0,0
Armenia,ARM,2019,11.3798008,2.57191228866577,47.8107543362811,17.8042980623195,30.0064562739616,76.2219512195122,10.7,11.283333,,4597.22887399548,96.1141541288708,12.5645600985114,2962500.0,Upper middle income,Europe & Central Asia,8.433208982253502,0,0
Armenia,ARM,2020,12.24056244,2.70555996894836,48.1754870679756,18.2897095679418,29.8857775000338,73.3756097560976,10.2,11.33,442.96945,4268.68093304583,69.4888075396076,14.9686182373692,2961500.0,Upper middle income,Europe & Central Asia,8.359060143521052,1,0
Armenia,ARM,2021,12.32268524,2.76784992218018,48.4759951441955,18.7082798282625,29.767715315933,72.2780487804878,9.7,11.344978,,4685.17997128509,79.6698888228399,13.649850256969,2962300.0,Upper middle income,Europe & Central Asia,8.452159608296522,0,1
Armenia,ARM,2022,9.96212864,2.4918999671936,48.7601980797249,19.2126210693179,29.547577010407,74.7658536585366,9.3,11.344978,,6571.97445545099,101.41077826094,11.6764818949578,2969200.0,Upper middle income,Europe & Central Asia,8.790569592273615,0,0
Armenia,ARM,2023,9.5571017251844,,48.7129752599084,19.6465374462569,29.0664378136515,,,,,7679.096115736172,85.99978776574017,,2990900.0,Upper middle income,Europe & Central Asia,8.946257125951803,0,0
Armenia,ARM,2024,9.710410162976705,,49.1198580965472,20.4335749113731,28.6862831851741,,,,,8424.807781084584,86.98289007140738,,2969294.0,Upper middle income,Europe & Central Asia,9.038935939658757,0,0
Armenia,ARM,2025,9.938441957576549,,50.2187503503981,21.6958860459498,28.5228643044483,,,,,9242.934985899572,87.96599237707483,,2947373.0,Upper middle income,Europe & Central Asia,9.13161475336571,0,0
Armenia,ARM,2026,10.165934430788614,,51.2271734776935,22.9547668574529,28.2724066202406,,,,,10140.509952687667,88.94909468274204,,2926208.0,Upper middle income,Europe & Central Asia,9.224293567072692,0,0
Armenia,ARM,2027,10.380653213767996,,52.0695753174524,24.1324013373027,27.9371739801497,,,,,11125.24779817509,89.93219698840949,,2906521.0,Upper middle income,Europe & Central Asia,9.316972380779646,0,0
Armenia,ARM,2028,10.577530351068294,,52.7281220918821,25.1965550425541,27.531567049328,,,,,12205.61284869062,90.91529929407693,,2886841.0,Upper middle income,Europe & Central Asia,9.4096511944866,0,0
Armenia,ARM,2029,10.754900414906476,,53.2148699862271,26.1366351143276,27.0782348718996,,,,,13390.891395386152,91.89840159974415,,2866759.0,Upper middle income,Europe & Central Asia,9.502330008193553,0,0
Armenia,ARM,2030,10.908818580987319,,53.5255046546379,26.9275507216131,26.5979539330248,,,,,14691.271514667396,92.88150390541159,,2846958.0,Upper middle income,Europe & Central Asia,9.595008821900507,0,0
Armenia,ARM,2031,11.040907909145725,,53.6867243782523,27.5796252443609,26.1070991338913,,,,,16117.930639930612,93.86460621107881,,2827054.0,Upper middle income,Europe & Central Asia,9.68768763560746,0,0
Armenia,ARM,2032,11.156146916122076,,53.7549162525752,28.1245242557032,25.630391996872,,,,,17683.13163732959,94.84770851674625,,2807697.0,Upper middle income,Europe & Central Asia,9.780366449314414,0,0
Armenia,ARM,2033,11.259481244833681,,53.777584849837,28.5937042366865,25.1838806131505,,,,,19400.328211393873,95.83081082241347,,2787982.0,Upper middle income,Europe & Central Asia,9.873045263021396,0,0
Armenia,ARM,2034,11.354578915054852,,53.785716587028,29.010495418878,24.77522116815,,,,,21284.280546510257,96.81391312808091,,2768472.0,Upper middle income,Europe & Central Asia,9.96572407672835,0,0
Armenia,ARM,2035,11.444282449064218,,53.8169194901074,29.3929775038811,24.4239419862263,,,,,23351.182178273386,97.79701543374813,,2748534.0,Upper middle income,Europe & Central Asia,10.058402890435303,0,0
Armenia,ARM,2036,11.530638492815866,,53.898504661513,29.7541680671132,24.1443365943999,,,,,25618.799185219144,98.78011773941557,,2728995.0,Upper middle income,Europe & Central Asia,10.151081704142257,0,0
Armenia,ARM,2037,11.610909059160642,,53.9416392637925,30.0766522967282,23.8649869670643,,,,,28106.62289737291,99.76322004508279,,2709613.0,Upper middle income,Europe & Central Asia,10.24376051784921,0,0
Armenia,ARM,2038,11.685679146633838,,53.9281881237285,30.3641510427036,23.5640370810249,,,,,30836.037434217847,100.74632235075023,,2690597.0,Upper middle income,Europe & Central Asia,10.336439331556164,0,0
Armenia,ARM,2039,11.75981902800139,,53.9276789295808,30.6476413985163,23.2800375310646,,,,,33830.5035121593,101.72942465641745,,2670793.0,Upper middle income,Europe & Central Asia,10.429118145263146,0,0
Armenia,ARM,2040,11.838587681058053,,53.9934231847258,30.9605727939152,23.0328503908106,,,,,37115.76010139906,102.7125269620849,,2651467.0,Upper middle income,Europe & Central Asia,10.5217969589701,0,0
Armenia,ARM,2041,11.926733555101446,,54.1939066089244,31.333147471122,22.8607591378024,,,,,40720.04566557748,103.69562926775211,,2632642.0,Upper middle income,Europe & Central Asia,10.614475772677054,0,0
Armenia,ARM,2042,12.026938291873527,,54.5432346653044,31.7824218602187,22.7608128050857,,,,,44674.340885833386,104.67873157341955,,2613833.0,Upper middle income,Europe & Central Asia,10.707154586384007,0,0
Armenia,ARM,2043,12.142339577776552,,55.0598292640672,32.3283530374627,22.7314762266045,,,,,49012.63495563274,105.66183387908677,,2595594.0,Upper middle income,Europe & Central Asia,10.79983340009096,0,0
Armenia,ARM,2044,12.274709018529991,,55.7511100371523,32.9822092004712,22.7689008366811,,,,,53772.21773530145,106.64493618475421,,2578226.0,Upper middle income,Europe & Central Asia,10.892512213797914,0,0
Armenia,ARM,2045,12.424929210223954,,56.6126749969731,33.7496040515766,22.8630709453964,,,,,58994.00027748257,107.62803849042143,,2561109.0,Upper middle income,Europe & Central Asia,10.985191027504897,0,0
Armenia,ARM,2046,12.592122716831646,,57.6283388483873,34.6249567087364,23.003382139651,,,,,64722.866478588694,108.61114079608888,,2544227.0,Upper middle income,Europe & Central Asia,11.07786984121185,0,0
Armenia,ARM,2047,12.772535599916337,,58.7624650451116,35.5843904596081,23.1780745855035,,,,,71008.05887889821,109.59424310175609,,2527581.0,Upper middle income,Europe & Central Asia,11.170548654918804,0,0
Armenia,ARM,2048,12.965241872671863,,59.9995922278631,36.6220156176728,23.3775766101902,,,,,77903.601927413,110.57734540742354,,2511200.0,Upper middle income,Europe & Central Asia,11.263227468625757,0,0
Armenia,ARM,2049,13.172893445459877,,61.3527366697449,37.7546995082557,23.5980371614893,,,,,85468.76634967934,111.56044771309098,,2495049.0,Upper middle income,Europe & Central Asia,11.355906282332711,0,0
Armenia,ARM,2050,13.397733868232805,,62.8344873153924,38.9967121034788,23.8377752119137,,,,,93768.57861004244,112.5435500187582,,2479243.0,Upper middle income,Europe & Central Asia,11.448585096039665,0,0
Australia,AUS,2000,7.58869076,4.75933980941772,49.4598371499961,18.4404914467146,31.0193457032815,79.2341463414634,5.1,11.285493,,21870.4159669594,40.9352109785505,18.5380745283503,19028802.0,High income,East Asia & Pacific,9.992890133469789,0,0
Australia,AUS,2001,7.67391729,5.22261571884155,49.286835461901,18.5772011959242,30.7096342659768,79.6341463414634,5.0,11.3416195,,19695.7297379144,44.2187044989977,18.5426391217441,19274701.0,High income,East Asia & Pacific,9.88815712665637,0,0
Australia,AUS,2002,7.87221003,5.30569648742676,49.0739278664306,18.7127323974033,30.3611954690273,79.9365853658537,4.9,11.397747,,20301.8431713256,41.4490922022193,18.3484346536303,19495210.0,High income,East Asia & Pacific,9.91846695752514,0,0
Australia,AUS,2003,7.87659502,5.24525785446167,48.8445617344122,18.8398708904641,30.0046908439481,80.2390243902439,4.9,11.453874,,23718.1338501868,40.2015669125448,18.4107243359548,19720737.0,High income,East Asia & Pacific,10.073995175909896,0,0
Australia,AUS,2004,8.08257675,5.19307231903076,48.6497650677502,18.9836966228745,29.6660684448757,80.490243902439,4.8,11.51,,30836.7306824685,37.0096135930442,18.3022813622208,19932722.0,High income,East Asia & Pacific,10.33646181305884,0,0
Australia,AUS,2005,7.9648633,5.27187633514404,48.4752997933678,19.1310333967163,29.3442663966515,80.8414634146341,4.8,11.55,,34479.7679298388,39.1607469727979,18.3815949567882,20176844.0,High income,East Asia & Pacific,10.448127994181858,0,0
Australia,AUS,2006,7.97161102,5.16309022903442,48.3296763998251,19.2717494706077,29.0579269292174,81.0414634146342,4.7,11.64,,36595.7071548423,41.5594471705758,18.3072975284743,20450966.0,High income,East Asia & Pacific,10.507686221659045,0,0
Australia,AUS,2007,8.0517149,4.96966886520386,48.2183232721235,19.3981662950467,28.8201569770768,81.2926829268293,4.5,11.71,,41051.6120652288,42.0080200326348,18.1722516420682,20827622.0,High income,East Asia & Pacific,10.622585384882429,0,0
Australia,AUS,2008,8.24737453,4.9018235206604,48.1253903251165,19.5189082391702,28.6064820859462,81.3951219512195,4.4,11.94,,49701.2817843335,42.8467764017331,18.0939091867019,21249199.0,High income,East Asia & Pacific,10.813786002181399,0,0
Australia,AUS,2009,8.54235363,5.39640665054321,48.1482571709664,19.7257997705892,28.4224574003772,81.5439024390244,4.2,11.99,,42816.5674002829,45.7408630288694,18.4307470583246,21691653.0,High income,East Asia & Pacific,10.664680395462007,0,0
Australia,AUS,2010,8.41878414,6.15043640136719,48.3638611109409,20.0725746708257,28.2912864401152,81.6951219512195,4.0,12.03,536.33154,52144.6654705468,40.5215889941287,18.8355329435523,22031750.0,High income,East Asia & Pacific,10.861777163165032,0,0
Australia,AUS,2011,8.53360462,6.00601577758789,48.7682383229883,20.5282558448571,28.2399824781311,81.8951219512195,3.8,12.12,,62605.600458306,41.851132029052,18.6655613196208,22340024.0,High income,East Asia & Pacific,11.0446100172767,0,0
Australia,AUS,2012,8.66922569,5.55924797058105,49.3289726898378,21.0375343205585,28.2914383692793,82.0463414634146,3.6,12.3,,68072.8732340801,43.1642964994556,18.8983020353986,22733465.0,High income,East Asia & Pacific,11.128334075542075,0,0
Australia,AUS,2013,8.74458122,5.5196270942688,49.9243673123919,21.5386207048104,28.3857466075814,82.1487804878049,3.5,12.02,,68190.7010035651,41.2728790174276,18.853734962801,23128129.0,High income,East Asia & Pacific,11.130063485613862,0,0
Australia,AUS,2014,9.82490253,5.4375524520874,50.4910608998852,22.023452328806,28.4676085710793,82.3,3.4,12.17,,62544.0873773726,42.4840230270994,18.7777654809849,23475686.0,High income,East Asia & Pacific,11.043626985086195,0,0
Australia,AUS,2015,10.17367649,5.46285820007324,51.0633010294012,22.5076119973565,28.5556890320447,82.4,3.3,12.25,,56739.0265346593,41.6639319280984,19.1888755144951,23815995.0,High income,East Asia & Pacific,10.946217551618192,0,0
Australia,AUS,2016,10.08972931,5.43038558959961,51.6034455745862,22.9691602900349,28.6342852845513,82.4487804878049,3.2,12.35,,49888.0410842736,40.974079475775,19.9735933226935,24190907.0,High income,East Asia & Pacific,10.817536595387343,0,0
Australia,AUS,2017,10.11242294,5.32125568389893,52.0424214921712,23.3956977573784,28.6467237347927,82.5,3.2,12.32,524.0,53901.7145392154,42.2037316765804,19.9482833661896,24592588.0,High income,East Asia & Pacific,10.894917566024112,0,0
Australia,AUS,2018,10.05163097,5.40967607498169,52.4455151692804,23.8439530509551,28.6015621183253,82.7487804878049,3.2,12.46,524.26514,57196.4220783778,43.7360650798433,20.0168291219813,24963258.0,High income,East Asia & Pacific,10.954246624334179,0,0
